seed,best_single_model,best_single_HR@10,hybrid_HR@10,diff_HR@10,best_single_nDCG@10,hybrid_nDCG@10,diff_nDCG@10
42,neumf,0.07913907284768212,0.08112582781456953,0.0019867549668874107,0.039406086263672035,0.03915522785158578,-0.00025085841208625365
43,neumf,0.0771523178807947,0.0826158940397351,0.0054635761589404,0.03746269825036629,0.04042449567360517,0.0029617974232388766
44,itemcf,0.076158940397351,0.08344370860927153,0.007284768211920534,0.0378198290823328,0.03992529046249334,0.002105461380160538
45,itemcf,0.076158940397351,0.0847682119205298,0.008609271523178808,0.0378198290823328,0.041056003080406356,0.0032361739980735563
46,neumf,0.07731788079470199,0.0836092715231788,0.0062913907284768145,0.038962124622427284,0.04020476412322843,0.0012426395008011473
